media,variancia,skewness,kurtosis,energy,entropy,doenca
0.006849315068493151,0.0011068254189764855,13.673213774612515,203.44184797436785,0.2953570651862972,3.4640252287713387,0
0.006896551724137931,0.0001785539068222793,2.2748045034438347,4.868718934535036,0.057885781121533225,4.183258139242393,0
0.006896551724137931,0.0002907483306213211,3.3639088110314455,14.086962168353601,0.08660755361408791,3.8444500419832015,0
0.00684931506849315,0.00032814992559973024,3.8218056728608945,18.055513659322234,0.0960161388818477,3.796904805707521,0
0.006896551724137931,0.00020493214386820756,2.4982267704592034,5.937876463198455,0.06463860980529088,4.096844700596667,0
0.00684931506849315,0.00020670059735135066,2.710616738546589,7.363611418894548,0.06492511085026252,4.111745481529824,0
0.00689655172413793,0.00019332396044626055,4.253417409787653,31.517652509044005,0.061666914849272426,4.225849164044041,0
0.006849315068493151,0.00020358296497807748,2.897143846771029,10.00287768340882,0.06412699696270457,4.123130756134994,0
0.006896551724137931,0.0002462871502327919,3.422863554417103,14.010693448709112,0.07522549143462445,4.040606926002499,0
0.00684931506849315,0.00045140147062080517,3.898073774446067,15.84733190475298,0.12756853440724286,3.4670979783955227,0
0.00684931506849315,0.00021754862656778358,2.606620379536167,6.234480017640182,0.06770220632966936,4.059970506000184,0
0.009433962264150943,0.0005484327212228674,2.8148792633458553,7.578057610862382,0.16318268549741857,3.773658624410621,0
0.006849315068493151,0.00018452330345514577,2.1730754871957876,3.96901374029392,0.05924772361283408,4.116613542992782,0
0.006849315068493151,0.00016098104051773284,2.144214955507095,4.5521001378063435,0.05322090430085636,4.235611186280174,0
0.00684931506849315,0.0005226287609431327,10.35453292924208,135.4045410350568,0.14580272072975864,3.8260306947595035,0
0.00684931506849315,0.0002091732115600352,5.889274751196999,57.40669375035895,0.06555810008768577,4.239570383878672,0
0.00684931506849315,0.00027908533271165493,2.8316992057817987,7.549828771744796,0.08345560310250041,3.8247775534141297,0
0.0101010101010101,0.0009184522235602513,3.947463964613929,16.84130237098248,0.26124355292696555,3.542933168038415,0
0.006896551724137931,0.00032143924948512713,4.088593244802593,20.03431818031343,0.09446442884322226,3.866783301697356,0
0.006896551724137931,0.0006395296713405672,6.596396676862919,58.25156653801759,0.1758955768382149,3.2783270006220304,0
0.008695652173913044,0.0005820046762199058,3.5315007687403788,12.685231189881456,0.16835047499509362,3.6751415441201347,0
0.006944444444444444,0.00022380940295458102,2.743225051519748,7.5857152337120475,0.06964088616871841,4.067941943255463,0
0.00684931506849315,0.0003577146851326084,3.831945893304202,17.016966831205032,0.1035847173222645,3.6561086040952784,0
0.006896551724137931,0.00074205680469744,5.73131269403039,35.21951135784123,0.20214252297757437,3.174776397185689,0
0.007518796992481203,0.0005158565505916354,3.8457639388718348,16.05921866297139,0.14653154785427963,3.50925139967053,0
0.006896551724137931,0.00023722179897747752,2.720006618320707,7.095123203374877,0.07290476151326397,3.9897644667008993,0
0.006849315068493151,0.0001843738888174326,2.328578025558297,4.846966433883774,0.0592094734655795,4.154916070062812,0
